doc_id,year,title,title_norm,abstract,abstract_norm,collection,authors,author_count,views,uri,url,match_text_norm
UEH/61156,2020,Pháp luật về thành lập và hoạt động của hợp tác xã - thực tiễn tại tỉnh Bình Dương,phap luat ve thanh lap va hoat dong cua hop tac xa thuc tien tai tinh binh duong,"Tồn tại song hành cùng với doanh nghiệp và các tổ chức kinh tế khác, hợp tác xã (HTX) từ khi chuyển mình sang mô hình HTX kiểu mới đã ngày càng phát huy tối đa vai trò của mô hình kinh tế tập thể, đóng góp vào quá trình phát triển về kinh tế xã hội của đất nước nói chung và ở các địa phương nói riêng. Xuất phát từ lý do đó, việc nghiên cứu các vấn đề pháp lý liên quan đến thành lập và hoạt động của HTX là vấn đề cấp thiết cần phải được làm sáng tỏ. Đề tài của tác giả có mục đích nghiên cứu hệ th",ton tai song hanh cung voi doanh nghiep va cac to chuc kinh te khac hop tac xa htx tu khi chuyen minh sang mo hinh htx kieu moi da ngay cang phat huy toi da vai tro cua mo hinh kinh te tap the dong gop vao qua trinh phat trien ve kinh te xa hoi cua dat nuoc noi chung va o cac dia phuong noi rieng xuat phat tu ly do do viec nghien cuu cac van de phap ly lien quan den thanh lap va hoat dong cua htx la van de cap thiet can phai duoc lam sang to de tai cua tac gia co muc dich nghien cuu he th,MASTER'S THESES,Nguyễn Chí Tâm,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61156,https://digital.lib.ueh.edu.vn/handle/UEH/61156,phap luat ve thanh lap va hoat dong cua hop tac xa thuc tien tai tinh binh duong ton tai song hanh cung voi doanh nghiep va cac to chuc kinh te khac hop tac xa htx tu khi chuyen minh sang mo hinh htx kieu moi da ngay cang phat huy toi da vai tro cua mo hinh kinh te tap the dong gop vao qua trinh phat trien ve kinh te xa hoi cua dat nuoc noi chung va o cac dia phuong noi rieng xuat phat tu ly do do viec nghien cuu cac van de phap ly lien quan den thanh lap va hoat dong cua htx la van de cap thiet can phai duoc lam sang to de tai cua tac gia co muc dich nghien cuu he th master s theses
UEH/61157,2020,Pháp luật về bảo vệ môi trường qua thực tiễn áp dụng trong lĩnh vực quản lý rác thải trên địa bàn tỉnh Cà Mau,phap luat ve bao ve moi truong qua thuc tien ap dung trong linh vuc quan ly rac thai tren dia ban tinh ca mau,"Rác thải – một thách thức lớn không kém gì tình trạng biến đổi khí hậu đã và đang là mối đe dọa đến cuộc sống của cư dân trên toàn cầu. Đồng hành với sự phát triển kinh tế và sự gia tăng dân số, Việt Nam đang đối mặt với các vấn đề môi trường liên quan đến rác thải. Hiện nay, ô nhiễm môi trường (ÔNMT) do rác thải đang là vấn đề môi trường bức xúc tại nhiều tỉnh, thành phố, trong đó có Cà Mau. Hiện trạng quản lý, xử lý rác thải kém hiệu quả đã và đang gây ra dư luận trong cộng đồng. Bên cạnh đó,",rac thai mot thach thuc lon khong kem gi tinh trang bien doi khi hau da va dang la moi de doa den cuoc song cua cu dan tren toan cau dong hanh voi su phat trien kinh te va su gia tang dan so viet nam dang doi mat voi cac van de moi truong lien quan den rac thai hien nay o nhiem moi truong onmt do rac thai dang la van de moi truong buc xuc tai nhieu tinh thanh pho trong do co ca mau hien trang quan ly xu ly rac thai kem hieu qua da va dang gay ra du luan trong cong dong ben canh do,MASTER'S THESES,Phan Hồng Phúc,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61157,https://digital.lib.ueh.edu.vn/handle/UEH/61157,phap luat ve bao ve moi truong qua thuc tien ap dung trong linh vuc quan ly rac thai tren dia ban tinh ca mau rac thai mot thach thuc lon khong kem gi tinh trang bien doi khi hau da va dang la moi de doa den cuoc song cua cu dan tren toan cau dong hanh voi su phat trien kinh te va su gia tang dan so viet nam dang doi mat voi cac van de moi truong lien quan den rac thai hien nay o nhiem moi truong onmt do rac thai dang la van de moi truong buc xuc tai nhieu tinh thanh pho trong do co ca mau hien trang quan ly xu ly rac thai kem hieu qua da va dang gay ra du luan trong cong dong ben canh do master s theses
UEH/61159,2020,Quản lý rủi ro tác nghiệp đối với hoạt động tín dụng tại Ngân hàng TMCP Công thương Việt Nam chi nhánh Cần Thơ,quan ly rui ro tac nghiep doi voi hoat dong tin dung tai ngan hang tmcp cong thuong viet nam chi nhanh can tho,"Xuất phát từ việc nhận thấy tầm quan trọng của công tác quản lý rủi ro tác nghiệp đối với hoạt động tín dụng, tác giả đã lựa chọn đề tài “Quản lý rủi ro tác nghiệp đối với hoạt động tín dụng tại Vietinbank – chi nhánh Cần Thơ từ năm 2016 đến năm 2018” để nghiên cứu với mong muốn hạn chế được rủi ro tác nghiệp đối với hoạt động tín dụng tại Vietinbank – chi nhánh Cần Thơ. Nghiên cứu đã phân tích thực trạng của hệ thống quản lý rủi ro tác nghiệp đối với hoạt động tín dụng tại Vietinbank – chi nhán",xuat phat tu viec nhan thay tam quan trong cua cong tac quan ly rui ro tac nghiep doi voi hoat dong tin dung tac gia da lua chon de tai quan ly rui ro tac nghiep doi voi hoat dong tin dung tai vietinbank chi nhanh can tho tu nam 2016 den nam 2018 de nghien cuu voi mong muon han che duoc rui ro tac nghiep doi voi hoat dong tin dung tai vietinbank chi nhanh can tho nghien cuu da phan tich thuc trang cua he thong quan ly rui ro tac nghiep doi voi hoat dong tin dung tai vietinbank chi nhan,MASTER'S THESES,Lê Thị Duyên An,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61159,https://digital.lib.ueh.edu.vn/handle/UEH/61159,quan ly rui ro tac nghiep doi voi hoat dong tin dung tai ngan hang tmcp cong thuong viet nam chi nhanh can tho xuat phat tu viec nhan thay tam quan trong cua cong tac quan ly rui ro tac nghiep doi voi hoat dong tin dung tac gia da lua chon de tai quan ly rui ro tac nghiep doi voi hoat dong tin dung tai vietinbank chi nhanh can tho tu nam 2016 den nam 2018 de nghien cuu voi mong muon han che duoc rui ro tac nghiep doi voi hoat dong tin dung tai vietinbank chi nhanh can tho nghien cuu da phan tich thuc trang cua he thong quan ly rui ro tac nghiep doi voi hoat dong tin dung tai vietinbank chi nhan master s theses
UEH/61160,2020,"Pháp luật về bảo vệ môi trường qua thực tiễn áp dụng trong lĩnh vực nuôi trồng thủy sản trên địa bàn huyện Phú Tân, tỉnh Cà Mau",phap luat ve bao ve moi truong qua thuc tien ap dung trong linh vuc nuoi trong thuy san tren dia ban huyen phu tan tinh ca mau,"Trước tình trạng ô nhiễm môi trường đang diễn biến ngày càng phức tạp ở những nơi mà kinh tế chủ yếu dựa vào ngành nghề nuôi trồng thủy sản, trong đó có địa bàn huyện Phú Tân, tỉnh Cà Mau chưa được kiểm soát một cách có hiệu quả. Luận văn đã làm rõ các quy định của pháp luật về bảo vệ môi trường trong lĩnh vực nuôi trồng thủy sản, đánh giá thực trạng vấn đề thực thi pháp luật bảo vệ môi trường qua thực tiễn áp dụng trong lĩnh vực nuôi trồng thủy sản ở huyện Phú Tân, tỉnh Cà Mau. Đề tài sử dụng c",truoc tinh trang o nhiem moi truong dang dien bien ngay cang phuc tap o nhung noi ma kinh te chu yeu dua vao nganh nghe nuoi trong thuy san trong do co dia ban huyen phu tan tinh ca mau chua duoc kiem soat mot cach co hieu qua luan van da lam ro cac quy dinh cua phap luat ve bao ve moi truong trong linh vuc nuoi trong thuy san danh gia thuc trang van de thuc thi phap luat bao ve moi truong qua thuc tien ap dung trong linh vuc nuoi trong thuy san o huyen phu tan tinh ca mau de tai su dung c,MASTER'S THESES,Huỳnh Phương Nhanh,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61160,https://digital.lib.ueh.edu.vn/handle/UEH/61160,phap luat ve bao ve moi truong qua thuc tien ap dung trong linh vuc nuoi trong thuy san tren dia ban huyen phu tan tinh ca mau truoc tinh trang o nhiem moi truong dang dien bien ngay cang phuc tap o nhung noi ma kinh te chu yeu dua vao nganh nghe nuoi trong thuy san trong do co dia ban huyen phu tan tinh ca mau chua duoc kiem soat mot cach co hieu qua luan van da lam ro cac quy dinh cua phap luat ve bao ve moi truong trong linh vuc nuoi trong thuy san danh gia thuc trang van de thuc thi phap luat bao ve moi truong qua thuc tien ap dung trong linh vuc nuoi trong thuy san o huyen phu tan tinh ca mau de tai su dung c master s theses
UEH/61161,2020,Hạn chế rủi ro tín dụng tại Ngân hàng Thương mại Cổ phần Sài Gòn,han che rui ro tin dung tai ngan hang thuong mai co phan sai gon,"Đối với nền kinh tế thị trường, rủi ro kinh doanh của các doanh nghiệp là không thể tránh khỏi. Ngân hàng thương mại là một loại hình doanh nghiệp đặc biệt kinh doanh trong lĩnh vực tiền tệ nên tiềm ẩn nhiều rủi ro hơn. Trong các rủi ro của ngân hàng thì rủi ro tín dụng là loại rủi ro quan trọng nhất vì hiện nay thu nhập từ tín dụng chiếm trên 70% thu nhập của ngân hàng.Chính vì vậy, thời gian qua Chính phủ các ngân hàng rất quan tâm đến vi",doi voi nen kinh te thi truong rui ro kinh doanh cua cac doanh nghiep la khong the tranh khoi ngan hang thuong mai la mot loai hinh doanh nghiep dac biet kinh doanh trong linh vuc tien te nen tiem an nhieu rui ro hon trong cac rui ro cua ngan hang thi rui ro tin dung la loai rui ro quan trong nhat vi hien nay thu nhap tu tin dung chiem tren 70 thu nhap cua ngan hang chinh vi vay thoi gian qua chinh phu cac ngan hang rat quan tam den vi,MASTER'S THESES,Nguyễn Hiền Khoa,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61161,https://digital.lib.ueh.edu.vn/handle/UEH/61161,han che rui ro tin dung tai ngan hang thuong mai co phan sai gon doi voi nen kinh te thi truong rui ro kinh doanh cua cac doanh nghiep la khong the tranh khoi ngan hang thuong mai la mot loai hinh doanh nghiep dac biet kinh doanh trong linh vuc tien te nen tiem an nhieu rui ro hon trong cac rui ro cua ngan hang thi rui ro tin dung la loai rui ro quan trong nhat vi hien nay thu nhap tu tin dung chiem tren 70 thu nhap cua ngan hang chinh vi vay thoi gian qua chinh phu cac ngan hang rat quan tam den vi master s theses
UEH/61162,2020,Nhân tố tác động đến chất lượng dịch vụ vận tải trong chuỗi Logistics tại Tổng Công ty Tân Cảng Sài Gòn,nhan to tac dong den chat luong dich vu van tai trong chuoi logistics tai tong cong ty tan cang sai gon,"Đề tài luận văn “Nhân tố tác động đến chất lượng dịch vụ Vận tải trong chuỗi Logistics tại Tổng Công ty Tân Cảng Sài Gòn” là phương pháp sử dụng tổng hợp số liệu từ Trung tâm dịch vụ Logistics Tân Cảng và phương pháp thống kê số liệu khảo sát 30 công ty; qua đó phân tích được thực trạng chất lượng dịch vụ Vận tải tại Tổng Công ty Tân Cảng; đề xuất được một số giải pháp hoàn thiện công tác điều hành vận tải tại công ty. Kết quả nghiên cứu đã rút ra được các kết quả đạt được về hạn chế, nguyên nhâ",de tai luan van nhan to tac dong den chat luong dich vu van tai trong chuoi logistics tai tong cong ty tan cang sai gon la phuong phap su dung tong hop so lieu tu trung tam dich vu logistics tan cang va phuong phap thong ke so lieu khao sat 30 cong ty qua do phan tich duoc thuc trang chat luong dich vu van tai tai tong cong ty tan cang de xuat duoc mot so giai phap hoan thien cong tac dieu hanh van tai tai cong ty ket qua nghien cuu da rut ra duoc cac ket qua dat duoc ve han che nguyen nha,MASTER'S THESES,Nguyễn Bình Lợi,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61162,https://digital.lib.ueh.edu.vn/handle/UEH/61162,nhan to tac dong den chat luong dich vu van tai trong chuoi logistics tai tong cong ty tan cang sai gon de tai luan van nhan to tac dong den chat luong dich vu van tai trong chuoi logistics tai tong cong ty tan cang sai gon la phuong phap su dung tong hop so lieu tu trung tam dich vu logistics tan cang va phuong phap thong ke so lieu khao sat 30 cong ty qua do phan tich duoc thuc trang chat luong dich vu van tai tai tong cong ty tan cang de xuat duoc mot so giai phap hoan thien cong tac dieu hanh van tai tai cong ty ket qua nghien cuu da rut ra duoc cac ket qua dat duoc ve han che nguyen nha master s theses
UEH/61163,2020,Một số giải pháp nhằm cải thiện chất lượng dịch vụ vận tải container bằng đường bộ tại Công ty Cổ phần Tiếp vận Quốc tế Cảng Cát Lái,mot so giai phap nham cai thien chat luong dich vu van tai container bang duong bo tai cong ty co phan tiep van quoc te cang cat lai,"Nghiên cứu về chất lượng dịch vụ là một trong những chủ đề được nhiều nhà nghiên cứu lẫn các doanh nghiệp trong và ngoài nước quan tâm, bởi thông qua việc tham khảo những kết quả nghiên cứu, doanh nghiệp có thể điều chỉnh các hoạt động của công ty mình, đồng thời có những chương trình can thiệp thích hợp để cải thiện chất lượng dịch vụ do doanh nghiệp cung cấp. Xu hướng nghiên cứu về lĩnh vực chất lượng dịch vụ ở Việt Nam và trên thế giới cho thấy, các nhà nghiên cứu thường sử dụng những mô hình",nghien cuu ve chat luong dich vu la mot trong nhung chu de duoc nhieu nha nghien cuu lan cac doanh nghiep trong va ngoai nuoc quan tam boi thong qua viec tham khao nhung ket qua nghien cuu doanh nghiep co the dieu chinh cac hoat dong cua cong ty minh dong thoi co nhung chuong trinh can thiep thich hop de cai thien chat luong dich vu do doanh nghiep cung cap xu huong nghien cuu ve linh vuc chat luong dich vu o viet nam va tren the gioi cho thay cac nha nghien cuu thuong su dung nhung mo hinh,MASTER'S THESES,Phạm Doãn Sơn,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61163,https://digital.lib.ueh.edu.vn/handle/UEH/61163,mot so giai phap nham cai thien chat luong dich vu van tai container bang duong bo tai cong ty co phan tiep van quoc te cang cat lai nghien cuu ve chat luong dich vu la mot trong nhung chu de duoc nhieu nha nghien cuu lan cac doanh nghiep trong va ngoai nuoc quan tam boi thong qua viec tham khao nhung ket qua nghien cuu doanh nghiep co the dieu chinh cac hoat dong cua cong ty minh dong thoi co nhung chuong trinh can thiep thich hop de cai thien chat luong dich vu do doanh nghiep cung cap xu huong nghien cuu ve linh vuc chat luong dich vu o viet nam va tren the gioi cho thay cac nha nghien cuu thuong su dung nhung mo hinh master s theses
UEH/61164,2020,Giải pháp nâng cao hiệu quả đào tạo và huấn luyện tại trung tâm kinh doanh khách hàng doanh nghiệp Techcombank vùng 12,giai phap nang cao hieu qua dao tao va huan luyen tai trung tam kinh doanh khach hang doanh nghiep techcombank vung 12,"Đề tài được thực hiện nhằm đánh giá thực trạng hiệu quả đào tạo huấn luyện, xác định các yếu tố ảnh hưởng đến hiệu quả đào tạo huấn luyện tại BBC Vùng 12, để từ đó tác giả đề xuất các giải pháp nhằm nâng cao hiệu quả các khóa đào tạo huấn luyện. Tác giả áp dụng mô hình đánh giá hiệu quả đào tạo 4 cấp độ của Kirkpatrick (1994) để đưa vào thực hiện nghiên cứu này: Cấp độ 1 đánh giá dựa trên kết quả khảo sát 60 cán bộ công nhân viên (CBCNV) với bảng câu hỏi của 4 khóa đào tạo huấn luyện là: khóa Th",de tai duoc thuc hien nham danh gia thuc trang hieu qua dao tao huan luyen xac dinh cac yeu to anh huong den hieu qua dao tao huan luyen tai bbc vung 12 de tu do tac gia de xuat cac giai phap nham nang cao hieu qua cac khoa dao tao huan luyen tac gia ap dung mo hinh danh gia hieu qua dao tao 4 cap do cua kirkpatrick 1994 de dua vao thuc hien nghien cuu nay cap do 1 danh gia dua tren ket qua khao sat 60 can bo cong nhan vien cbcnv voi bang cau hoi cua 4 khoa dao tao huan luyen la khoa th,MASTER'S THESES,Nguyễn Duy Khanh,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61164,https://digital.lib.ueh.edu.vn/handle/UEH/61164,giai phap nang cao hieu qua dao tao va huan luyen tai trung tam kinh doanh khach hang doanh nghiep techcombank vung 12 de tai duoc thuc hien nham danh gia thuc trang hieu qua dao tao huan luyen xac dinh cac yeu to anh huong den hieu qua dao tao huan luyen tai bbc vung 12 de tu do tac gia de xuat cac giai phap nham nang cao hieu qua cac khoa dao tao huan luyen tac gia ap dung mo hinh danh gia hieu qua dao tao 4 cap do cua kirkpatrick 1994 de dua vao thuc hien nghien cuu nay cap do 1 danh gia dua tren ket qua khao sat 60 can bo cong nhan vien cbcnv voi bang cau hoi cua 4 khoa dao tao huan luyen la khoa th master s theses
UEH/61165,2020,Đánh giá chất lượng dịch vụ vận tải container bằng đường bộ tại Công ty Cổ phần ICD Tân Cảng Long Bình,danh gia chat luong dich vu van tai container bang duong bo tai cong ty co phan icd tan cang long binh,"Mục tiêu nghiên cứu của luận văn nhằm đánh giá thực trạng về chất lượng dịch vụ vận tải container bằng đường bộ tại Công ty CP ICD Tân Cảng Long Bình, với kết quả nghiên cứu tác giả đề xuất và kiến nghị với công ty về các giải pháp nâng cao chất lượng dịch vụ nhằm gia tăng sự hài lòng của khách hàng. Thông qua các nguồn dữ liệu được sử dụng bao gồm dữ liệu sơ cấp và thứ cấp. Dữ liệu thứ cấp được tổng hợp, thu thập thông tin từ các nguồn: báo cáo tài chính của công ty, các công trình nghiên cứu t",muc tieu nghien cuu cua luan van nham danh gia thuc trang ve chat luong dich vu van tai container bang duong bo tai cong ty cp icd tan cang long binh voi ket qua nghien cuu tac gia de xuat va kien nghi voi cong ty ve cac giai phap nang cao chat luong dich vu nham gia tang su hai long cua khach hang thong qua cac nguon du lieu duoc su dung bao gom du lieu so cap va thu cap du lieu thu cap duoc tong hop thu thap thong tin tu cac nguon bao cao tai chinh cua cong ty cac cong trinh nghien cuu t,MASTER'S THESES,Đinh Quốc Trưởng,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61165,https://digital.lib.ueh.edu.vn/handle/UEH/61165,danh gia chat luong dich vu van tai container bang duong bo tai cong ty co phan icd tan cang long binh muc tieu nghien cuu cua luan van nham danh gia thuc trang ve chat luong dich vu van tai container bang duong bo tai cong ty cp icd tan cang long binh voi ket qua nghien cuu tac gia de xuat va kien nghi voi cong ty ve cac giai phap nang cao chat luong dich vu nham gia tang su hai long cua khach hang thong qua cac nguon du lieu duoc su dung bao gom du lieu so cap va thu cap du lieu thu cap duoc tong hop thu thap thong tin tu cac nguon bao cao tai chinh cua cong ty cac cong trinh nghien cuu t master s theses
UEH/61166,2020,Hoàn thiện hệ thống kiểm soát nội bộ tại ngân hàng thương mại cổ phần Sài Gòn thương tín chi nhánh Cần Thơ,hoan thien he thong kiem soat noi bo tai ngan hang thuong mai co phan sai gon thuong tin chi nhanh can tho,"Hoạt động kinh doanh của ngân hàng là loại hình kinh doanh có nhiều rủi ro khi có gian lận, sai sót đặc biệt trong thời kỳ hội nhập, với các chuẩn mực Basel. Việc bảo đảm an toàn trong hoạt động kinh doanh của ngân hàng thương mại luôn là mối quan tâm đặc biệt của các nhà quản lý ngân hàng. Nếu ngân hàng ""có vấn đề"" có thể gây đổ vỡ dây chuyền trong hệ thống tài chính ngân hàng sẽ ảnh hưởng rất lớn đối với toàn bộ nền kinh tế. Kiểm soát nội bộ (KSNB) tốt có thể trợ giúp cho các nhà quản lý ngân",hoat dong kinh doanh cua ngan hang la loai hinh kinh doanh co nhieu rui ro khi co gian lan sai sot dac biet trong thoi ky hoi nhap voi cac chuan muc basel viec bao dam an toan trong hoat dong kinh doanh cua ngan hang thuong mai luon la moi quan tam dac biet cua cac nha quan ly ngan hang neu ngan hang co van de co the gay do vo day chuyen trong he thong tai chinh ngan hang se anh huong rat lon doi voi toan bo nen kinh te kiem soat noi bo ksnb tot co the tro giup cho cac nha quan ly ngan,MASTER'S THESES,Trang Quốc Việt,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61166,https://digital.lib.ueh.edu.vn/handle/UEH/61166,hoan thien he thong kiem soat noi bo tai ngan hang thuong mai co phan sai gon thuong tin chi nhanh can tho hoat dong kinh doanh cua ngan hang la loai hinh kinh doanh co nhieu rui ro khi co gian lan sai sot dac biet trong thoi ky hoi nhap voi cac chuan muc basel viec bao dam an toan trong hoat dong kinh doanh cua ngan hang thuong mai luon la moi quan tam dac biet cua cac nha quan ly ngan hang neu ngan hang co van de co the gay do vo day chuyen trong he thong tai chinh ngan hang se anh huong rat lon doi voi toan bo nen kinh te kiem soat noi bo ksnb tot co the tro giup cho cac nha quan ly ngan master s theses
UEH/61167,2020,Giải pháp nâng cao sự gắn kết của người lao động tại Ngân hàng Thương mại Cổ phần Quân đội chi nhánh Thành phố Hồ Chí Minh,giai phap nang cao su gan ket cua nguoi lao dong tai ngan hang thuong mai co phan quan doi chi nhanh thanh pho ho chi minh,"Sự gắn kết đối với doanh nghiệp của người lao động có một tầm ảnh hưởng to lớn và trực diện đến sự phát triển của công ty đặc biệt là trong lĩnh vực ngân hàng. Những năm gần đây, sự gắn kết này tại MB Hồ Chí Minh có nhiều dấu hiệu suy giảm. Luận văn được thực hiện nhằm đo lường sự gắn kết và đánh giá thực trạng các yếu tố ảnh hưởng đến gắn kết của người lao động đối với MB Hồ Chí Minh hiện nay, từ đó một số giải pháp được tác giả đề xuất nhằm nâng cao sự gắn kết này tại MB Hồ Chí Minh. Nghiên cứ",su gan ket doi voi doanh nghiep cua nguoi lao dong co mot tam anh huong to lon va truc dien den su phat trien cua cong ty dac biet la trong linh vuc ngan hang nhung nam gan day su gan ket nay tai mb ho chi minh co nhieu dau hieu suy giam luan van duoc thuc hien nham do luong su gan ket va danh gia thuc trang cac yeu to anh huong den gan ket cua nguoi lao dong doi voi mb ho chi minh hien nay tu do mot so giai phap duoc tac gia de xuat nham nang cao su gan ket nay tai mb ho chi minh nghien cu,MASTER'S THESES,Nguyễn Tô Phương Thảo,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61167,https://digital.lib.ueh.edu.vn/handle/UEH/61167,giai phap nang cao su gan ket cua nguoi lao dong tai ngan hang thuong mai co phan quan doi chi nhanh thanh pho ho chi minh su gan ket doi voi doanh nghiep cua nguoi lao dong co mot tam anh huong to lon va truc dien den su phat trien cua cong ty dac biet la trong linh vuc ngan hang nhung nam gan day su gan ket nay tai mb ho chi minh co nhieu dau hieu suy giam luan van duoc thuc hien nham do luong su gan ket va danh gia thuc trang cac yeu to anh huong den gan ket cua nguoi lao dong doi voi mb ho chi minh hien nay tu do mot so giai phap duoc tac gia de xuat nham nang cao su gan ket nay tai mb ho chi minh nghien cu master s theses
UEH/61168,2020,Hoàn thiện tổ chức công tác kế toán tại Trường Đại học Y khoa Phạm Ngọc Thạch,hoan thien to chuc cong tac ke toan tai truong dai hoc y khoa pham ngoc thach,Luận văn nghiên cứu theo hướng ứng dụng liên quan đến việc hoàn thiện tổ chức công tác kế toán tại Trường Đại học Y khoa Phạm Ngọc Thạch. Đề tài nghiên cứu được thực hiện sau hơn một năm Trường Đại học Y khoa Phạm Ngọc Thạch áp dụng chế độ kế toán hành chính sự nghiệp và thực hiện cơ chế tự chủ tài chính. Đứng trước những thay đổi trên mà tác giả nhận thấy công tác tổ chức kế toán cần được hoàn thiện hơn nhằm đáp ứng những yêu cầu trong công tác quản lý của Trường Đại học Y khoa Phạm Ngọc Thạch.,luan van nghien cuu theo huong ung dung lien quan den viec hoan thien to chuc cong tac ke toan tai truong dai hoc y khoa pham ngoc thach de tai nghien cuu duoc thuc hien sau hon mot nam truong dai hoc y khoa pham ngoc thach ap dung che do ke toan hanh chinh su nghiep va thuc hien co che tu chu tai chinh dung truoc nhung thay doi tren ma tac gia nhan thay cong tac to chuc ke toan can duoc hoan thien hon nham dap ung nhung yeu cau trong cong tac quan ly cua truong dai hoc y khoa pham ngoc thach,MASTER'S THESES,Nguyễn Thị Chúc Linh,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61168,https://digital.lib.ueh.edu.vn/handle/UEH/61168,hoan thien to chuc cong tac ke toan tai truong dai hoc y khoa pham ngoc thach luan van nghien cuu theo huong ung dung lien quan den viec hoan thien to chuc cong tac ke toan tai truong dai hoc y khoa pham ngoc thach de tai nghien cuu duoc thuc hien sau hon mot nam truong dai hoc y khoa pham ngoc thach ap dung che do ke toan hanh chinh su nghiep va thuc hien co che tu chu tai chinh dung truoc nhung thay doi tren ma tac gia nhan thay cong tac to chuc ke toan can duoc hoan thien hon nham dap ung nhung yeu cau trong cong tac quan ly cua truong dai hoc y khoa pham ngoc thach master s theses
UEH/61169,2020,Nghiên cứu các yếu tố của giá trị thương hiện gạo Việt Nam dưới góc độ người tiêu dùng tại Thành phố Hồ Chí Minh: trường hợp gạo ST25 tỉnh Sóc Trăng,nghien cuu cac yeu to cua gia tri thuong hien gao viet nam duoi goc do nguoi tieu dung tai thanh pho ho chi minh truong hop gao st25 tinh soc trang,"Giá trị thương hiệu gạo Việt Nam: trường hợp gạo ST25 tỉnh Sóc Trăng là một chủ đề đang được quan tâm trong thời gian gần đây, khi mà sản phẩm gạo của Việt Nam ngày càng đạt được những chất lượng cao ở thị trường quốc tế. Điển hình là gạo ST25 tỉnh Sóc Trăng đạt giải thưởng là gạo ngon nhất thế giới từ World's Best Rice 2019 công nhận. Mục tiêu của việc nghiên cứu là xác định và đo lường tác động của các yếu tố giá trị thương hiệu gạo ST25 dưới góc độ người tiêu dùng tại Thành phố Hồ Chí Minh và",gia tri thuong hieu gao viet nam truong hop gao st25 tinh soc trang la mot chu de dang duoc quan tam trong thoi gian gan day khi ma san pham gao cua viet nam ngay cang dat duoc nhung chat luong cao o thi truong quoc te dien hinh la gao st25 tinh soc trang dat giai thuong la gao ngon nhat the gioi tu world s best rice 2019 cong nhan muc tieu cua viec nghien cuu la xac dinh va do luong tac dong cua cac yeu to gia tri thuong hieu gao st25 duoi goc do nguoi tieu dung tai thanh pho ho chi minh va,MASTER'S THESES,Phạm Trịnh Hồng Phi,1,0,http://digital.lib.ueh.edu.vn/handle/UEH/61169,https://digital.lib.ueh.edu.vn/handle/UEH/61169,nghien cuu cac yeu to cua gia tri thuong hien gao viet nam duoi goc do nguoi tieu dung tai thanh pho ho chi minh truong hop gao st25 tinh soc trang gia tri thuong hieu gao viet nam truong hop gao st25 tinh soc trang la mot chu de dang duoc quan tam trong thoi gian gan day khi ma san pham gao cua viet nam ngay cang dat duoc nhung chat luong cao o thi truong quoc te dien hinh la gao st25 tinh soc trang dat giai thuong la gao ngon nhat the gioi tu world s best rice 2019 cong nhan muc tieu cua viec nghien cuu la xac dinh va do luong tac dong cua cac yeu to gia tri thuong hieu gao st25 duoi goc do nguoi tieu dung tai thanh pho ho chi minh va master s theses
