student_token,student_hash,gender,major,major_norm,cohort,course_order,course,course_norm,tiki_book_id,tiki_title,tiki_score,tiki_confidence,repo_doc_id,repo_title,repo_score,repo_confidence,privacy_level,pii_removed,pii_fields_removed,privacy_transform_version,tiki_match_reason,tiki_price,tiki_rating_average,tiki_review_count,tiki_quantity_sold,tiki_source_keys,tiki_url,repo_match_reason,repo_year,repo_collection,repo_views,repo_authors,repo_url
stu_8002dc46fb90561e,4b2f5ebff676c5603f4ea3aaa669b9fa2d87e9333d54c5c3fcde569c03194c66,Nam,Công nghệ Tài chính,cong nghe tai chinh,25,5,Trí tuệ nhân tạo trong tài chính,tri tue nhan tao trong tai chinh,279233260,Hiểu Về Trí Tuệ Nhân Tạo - AI,58.34,medium,UEH/62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,44.4,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,123200,0.0,0,4.0,trí tuệ nhân tạo,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2021,Book Series,0,TS. Ngô Minh Vũ; TS. Nguyễn Hữu Huân,https://digital.lib.ueh.edu.vn/handle/UEH/62540
stu_8002dc46fb90561e,4b2f5ebff676c5603f4ea3aaa669b9fa2d87e9333d54c5c3fcde569c03194c66,Nam,Công nghệ Tài chính,cong nghe tai chinh,25,6,Quản lý rủi ro số,quan ly rui ro so,277181136,Quản lý rủi ro nợ công ở Nhật Bản,50.23,medium,UEH/61159,Quản lý rủi ro tác nghiệp đối với hoạt động tín dụng tại Ngân hàng TMCP Công thương Việt Nam chi nhánh Cần Thơ,54.33,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,60240,0.0,0,1.0,quản trị rủi ro ngân hàng,https://tiki.vn/quan-ly-rui-ro-no-cong-o-nhat-ban-p277181136.html?spid=277181137,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,2020,MASTER'S THESES,0,Lê Thị Duyên An,https://digital.lib.ueh.edu.vn/handle/UEH/61159
stu_fb18079137a4b08a,1c1f2af68dce1450e3a4f033d67be20609198ac5f055696c81b2085469cc9959,Nam,Bảo hiểm,bao hiem,23,1,Toán bảo hiểm,toan bao hiem,259771506,Luật Kinh Doanh Bảo Hiểm,33.93,medium,UEH/62556,Rủi ro phí bảo hiểm và việc xác định khả năng thanh toán của các doanh nghiệp bảo hiểm phi nhân thọ tại Việt Nam,41.82,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; exact_major_in_title,51896,1.0,1,1.0,luật kinh tế; pháp luật kinh doanh,https://tiki.vn/luat-kinh-doanh-bao-hiem-p259771506.html?spid=259771507,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,2021,MASTER'S THESES,0,Bùi Thị Tường Vy,https://digital.lib.ueh.edu.vn/handle/UEH/62556
stu_fb18079137a4b08a,1c1f2af68dce1450e3a4f033d67be20609198ac5f055696c81b2085469cc9959,Nam,Bảo hiểm,bao hiem,23,2,Quản trị rủi ro,quan tri rui ro,247287126,"Báo Cáo Tài Chính - Lập, Phân Tích Và Quản Trị Rủi Ro Về Thuế",81.78,high,UEH/63686,Quản trị rủi ro tín dụng theo Basel II tại Ngân hàng TMCP Phương Đông,71.49,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; exact_course_in_secondary_text,269000,0.0,0,3.0,phân tích tài chính; báo cáo tài chính; quản trị rủi ro ngân hàng,https://tiki.vn/bao-cao-tai-chinh-lap-phan-tich-va-quan-tri-rui-ro-ve-thue-p247287126.html?spid=247287127,exact_course_in_title; exact_course_in_secondary_text,2022,MASTER'S THESES,0,Lê Thanh Sơn,https://digital.lib.ueh.edu.vn/handle/UEH/63686
stu_fb18079137a4b08a,1c1f2af68dce1450e3a4f033d67be20609198ac5f055696c81b2085469cc9959,Nam,Bảo hiểm,bao hiem,23,3,Bảo hiểm nhân thọ,bao hiem nhan tho,259771506,Luật Kinh Doanh Bảo Hiểm,22.88,low,UEH/63650,Giải pháp hoàn thiện chiến lược marketing mix tại Công ty Bảo hiểm nhân thọ Generali Việt Nam,100.0,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; exact_major_in_title,51896,1.0,1,1.0,luật kinh tế; pháp luật kinh doanh,https://tiki.vn/luat-kinh-doanh-bao-hiem-p259771506.html?spid=259771507,exact_course_in_title; exact_course_in_secondary_text; exact_major_in_title,2022,MASTER'S THESES,0,Trần Thị Kim Thanh,https://digital.lib.ueh.edu.vn/handle/UEH/63650
stu_fb18079137a4b08a,1c1f2af68dce1450e3a4f033d67be20609198ac5f055696c81b2085469cc9959,Nam,Bảo hiểm,bao hiem,23,4,Bảo hiểm phi nhân thọ,bao hiem phi nhan tho,259771506,Luật Kinh Doanh Bảo Hiểm,18.98,low,UEH/62556,Rủi ro phí bảo hiểm và việc xác định khả năng thanh toán của các doanh nghiệp bảo hiểm phi nhân thọ tại Việt Nam,100.0,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; exact_major_in_title,51896,1.0,1,1.0,luật kinh tế; pháp luật kinh doanh,https://tiki.vn/luat-kinh-doanh-bao-hiem-p259771506.html?spid=259771507,exact_course_in_title; exact_course_in_secondary_text; exact_major_in_title,2021,MASTER'S THESES,0,Bùi Thị Tường Vy,https://digital.lib.ueh.edu.vn/handle/UEH/62556
stu_fb18079137a4b08a,1c1f2af68dce1450e3a4f033d67be20609198ac5f055696c81b2085469cc9959,Nam,Bảo hiểm,bao hiem,23,5,Tái bảo hiểm,tai bao hiem,90527686,"Luật Kinh Doanh Bảo Hiểm (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2010, 2019) - Tái Bản",35.9,medium,UEH/61638,Tác động của quản trị tri thức đến kết quả công việc của nhân viên:|bnghiên cứu trường hợp tại Bảo hiểm xã hội Tỉnh Bình Dương,95.14,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; exact_major_in_title,51896,0.0,0,1.0,pháp luật kinh doanh,https://tiki.vn/luat-kinh-doanh-bao-hiem-hien-hanh-sua-doi-bo-sung-nam-2010-2019-tai-ban-p90527686.html?spid=259771435,exact_course_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,2021,MASTER'S THESES,0,Nguyễn Thị Tuyết Mai,https://digital.lib.ueh.edu.vn/handle/UEH/61638
stu_fb18079137a4b08a,1c1f2af68dce1450e3a4f033d67be20609198ac5f055696c81b2085469cc9959,Nam,Bảo hiểm,bao hiem,23,6,Định phí bảo hiểm,dinh phi bao hiem,259771506,Luật Kinh Doanh Bảo Hiểm,23.41,low,UEH/62556,Rủi ro phí bảo hiểm và việc xác định khả năng thanh toán của các doanh nghiệp bảo hiểm phi nhân thọ tại Việt Nam,55.62,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; exact_major_in_title,51896,1.0,1,1.0,luật kinh tế; pháp luật kinh doanh,https://tiki.vn/luat-kinh-doanh-bao-hiem-p259771506.html?spid=259771507,partial_course_tokens_in_title; strong_course_tokens_in_secondary_text; exact_major_in_title,2021,MASTER'S THESES,0,Bùi Thị Tường Vy,https://digital.lib.ueh.edu.vn/handle/UEH/62556
stu_3143d063bc0c83b3,80308515ebfe7eb06ade01222e2db497927fc4e6c7e04e6917c18a3e16b1d654,Nữ,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,23,1,Trí tuệ nhân tạo,tri tue nhan tao,279233260,Hiểu Về Trí Tuệ Nhân Tạo - AI,100.0,high,UEH/62540,Ứng dụng công nghệ trí tuệ nhân tạo trong dịch vụ tài chính tại thị trường tài chính Việt Nam,82.0,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; exact_course_in_secondary_text,123200,0.0,0,4.0,trí tuệ nhân tạo,https://tiki.vn/sach-hieu-ve-tri-tue-nhan-tao-ai-p279233260.html?spid=279233261,exact_course_in_title; exact_course_in_secondary_text,2021,Book Series,0,TS. Ngô Minh Vũ; TS. Nguyễn Hữu Huân,https://digital.lib.ueh.edu.vn/handle/UEH/62540
stu_3143d063bc0c83b3,80308515ebfe7eb06ade01222e2db497927fc4e6c7e04e6917c18a3e16b1d654,Nữ,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,23,2,Học máy nâng cao,hoc may nang cao,278226682,- Thiết Kế Hệ Thống Học Máy - Designing Machine Learning Systems,35.33,medium,UEH/61960,Different firm responses to the COVID-19 pandemic shocks: machine-learning evidence on the Vietnamese labor market,25.03,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,318700,0.0,0,19.0,machine learning,https://tiki.vn/sach-thiet-ke-he-thong-hoc-may-designing-machine-learning-systems-p278226682.html?spid=278226683,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2023,INTERNATIONAL PUBLICATIONS,0,Le L.H.V.; Huynh T.L.D.; Weber B.S.; Nguyen B.K.Q.,https://digital.lib.ueh.edu.vn/handle/UEH/61960
stu_3143d063bc0c83b3,80308515ebfe7eb06ade01222e2db497927fc4e6c7e04e6917c18a3e16b1d654,Nữ,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,23,3,Xử lý tín hiệu số,xu ly tin hieu so,651754,"Hướng Dẫn Soạn Thảo Hợp Đồng Theo Bộ Luật Dân Sự Số 91/2015/QH13: Kinh Nghiệm Soạn Thảo, Xử Lý Tranh Chấp, Biện Pháp Phòng Tránh Rủi Ro Pháp Lý",8.5,low,UEH/63184,Xử lý hành vi xâm phạm quyền sở hữu công nghiệp đối với nhãn hiệu - Từ góc độ bảo vệ quyền lợi người tiêu dùng,8.75,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title,260000,5.0,1,19.0,luật cạnh tranh,https://tiki.vn/sach-huong-dan-soan-thao-hop-dong-theo-bo-luat-dan-su-so-91-2015-qh13-kinh-nghiem-soan-thao-xu-ly-tranh-chap-bien-phap-phong-tranh-rui-ro-phap-ly-p651754.html?spid=652119,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Thiệu Văn Hùng,https://digital.lib.ueh.edu.vn/handle/UEH/63184
stu_3143d063bc0c83b3,80308515ebfe7eb06ade01222e2db497927fc4e6c7e04e6917c18a3e16b1d654,Nữ,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,23,4,Điều khiển tự động,dieu khien tu dong,276237667,Tích Hợp Hệ Thống Tự Động Điều Khiển Quá Trình Công Nghệ Sinh Học Và Công Nghệ Thực Phẩm,38.79,medium,UEH/61273,"Ảnh hưởng của lòng tin, công bằng tương tác, quyền sở hữu tâm lý và vai trò trung gian của gắn kết cảm xúc đến hành vi chia sẻ tri thức trong các công ty tự động hóa tại Thành phố Hồ Chí Minh",14.84,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title,249000,5.0,1,1.0,công nghệ thông tin,https://tiki.vn/tich-hop-he-thong-tu-dong-dieu-khien-qua-trinh-cong-nghe-sinh-hoc-va-cong-nghe-thuc-pham-p276237667.html?spid=276237668,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2021,MASTER'S THESES,0,Ngô Tấn Tài,https://digital.lib.ueh.edu.vn/handle/UEH/61273
stu_3143d063bc0c83b3,80308515ebfe7eb06ade01222e2db497927fc4e6c7e04e6917c18a3e16b1d654,Nữ,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,23,5,Thị giác máy tính,thi giac may tinh,279380903,Giáo trình Thị giác máy tính,100.0,high,UEH/61149,Áp dụng mô hình tam giác gian lận trong vấn đề đạo đức nghề nghiệp của kiểm toán viên Nhà nước,9.29,low,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; partial_course_tokens_in_secondary_text,137750,0.0,0,,mạng máy tính,https://tiki.vn/giao-trinh-thi-giac-may-tinh-p279380903.html?spid=279380904,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,2020,MASTER'S THESES,0,Phạm Tiến Dũng,https://digital.lib.ueh.edu.vn/handle/UEH/61149
stu_3143d063bc0c83b3,80308515ebfe7eb06ade01222e2db497927fc4e6c7e04e6917c18a3e16b1d654,Nữ,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,23,6,Hệ thống nhúng,he thong nhung,276237667,Tích Hợp Hệ Thống Tự Động Điều Khiển Quá Trình Công Nghệ Sinh Học Và Công Nghệ Thực Phẩm,77.7,high,UEH/62539,Định vị hệ thống ngân hàng Việt Nam trong kỷ nguyên chuyển đổi số,94.12,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,strong_course_tokens_in_title; partial_course_tokens_in_secondary_text,249000,5.0,1,1.0,công nghệ thông tin,https://tiki.vn/tich-hop-he-thong-tu-dong-dieu-khien-qua-trinh-cong-nghe-sinh-hoc-va-cong-nghe-thuc-pham-p276237667.html?spid=276237668,strong_course_tokens_in_title; strong_course_tokens_in_secondary_text,2021,Book Series,0,Nguyễn Quốc Anh; Dương Nguyễn Thanh Phương; Nguyễn Văn Luông; Trần Thị Mỹ Liên; Lê Hữu Hưng,https://digital.lib.ueh.edu.vn/handle/UEH/62539
stu_02de5376ad86d3da,32a09a230de6231562f40dfc085eb1fa620b581107b537b5903b22a159efd179,Nam,Kiểm toán,kiem toan,23,1,Kiểm toán tài chính,kiem toan tai chinh,201855074,405 Tình huống kế toán tài chính (Tái bản lần 3),28.4,low,UEH/61300,Công tác giám sát lập báo cáo tài chính của Ban kiểm soát và hoàn thiện với định hướng xây dựng Ủy ban kiểm toán tại Tổng công ty Cảng hàng không Việt Nam- CTCP (ACV),38.73,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text,160300,4.6,7,50.0,kế toán tài chính; chuẩn mực kế toán; kiểm toán; sách kiểm toán,https://tiki.vn/405-tinh-huong-ke-toan-tai-chinh-tai-ban-lan-3-p201855074.html?spid=201855075,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,2020,MASTER'S THESES,0,Nguyễn Thanh Tâm,https://digital.lib.ueh.edu.vn/handle/UEH/61300
stu_02de5376ad86d3da,32a09a230de6231562f40dfc085eb1fa620b581107b537b5903b22a159efd179,Nam,Kiểm toán,kiem toan,23,2,Kiểm toán nội bộ,kiem toan noi bo,94851869,"Nghiệp Vụ Dành Cho Kế Toán Kiểm Toán Nội Bộ Chuẩn Mực, Nguyên Tắc Đạo Đức Nghề Nghiệp Và Quy Chế Kiểm Toán Nội Bộ Trong Các Cơ Quan Nhà Nước, Đơn Vị Sự Nghiệp Công Lập Và Doanh Nghiệp",86.34,high,UEH/61472,Hoàn thiện công tác kiểm toán nội bộ trong các Ngân hàng Thương mại Việt Nam,85.83,high,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,exact_course_in_title; exact_course_in_secondary_text; exact_major_in_title,291700,5.0,2,18.0,chuẩn mực kế toán; kiểm toán; sách kiểm toán; kiểm toán nội bộ; kiểm soát nội bộ; nghiệp vụ buồng phòng,https://tiki.vn/sach-nghiep-vu-danh-cho-ke-toan-kiem-toan-noi-bo-chuan-muc-nguyen-tac-dao-duc-nghe-nghiep-va-quy-che-kiem-toan-noi-bo-trong-cac-co-quan-nha-nuoc-don-vi-su-nghiep-cong-lap-va-doanh-nghiep-p94851869.html?spid=94851870,exact_course_in_title; exact_course_in_secondary_text; exact_major_in_title,2020,MASTER'S THESES,0,Trịnh Đức Tâm,https://digital.lib.ueh.edu.vn/handle/UEH/61472
stu_02de5376ad86d3da,32a09a230de6231562f40dfc085eb1fa620b581107b537b5903b22a159efd179,Nam,Kiểm toán,kiem toan,23,3,Kiểm toán hoạt động,kiem toan hoat dong,274869688,Từ Điển Kế Toán Và Kiểm Toán Anh - Việt (Dictionary Of Accounting And Auditing),26.12,low,UEH/61237,Giải pháp hoàn thiện hoạt động kiểm toán ngân sách địa phương tại Kiểm toán Nhà nước khu vực Đông Nam Bộ,29.31,medium,internal,True,student_id; student_code; student_name; student_name_norm,privacy_v1,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,399000,0.0,0,3.0,accounting; financial accounting; auditing,https://tiki.vn/tu-dien-ke-toan-va-kiem-toan-anh-viet-dictionary-of-accounting-and-auditing-p274869688.html?spid=275454707,partial_course_tokens_in_title; partial_course_tokens_in_secondary_text; exact_major_in_title,2020,MASTER'S THESES,0,Lê Văn Tuyên,https://digital.lib.ueh.edu.vn/handle/UEH/61237
