student_token,student_hash,student_code_masked,student_name_initials,gender,major,major_norm,cohort,privacy_level,contains_raw_pii,contains_debug_masks,mapping_scope,token_version,privacy_transform_version
stu_f75df1873ec97e1a,a17e0de7ae2a7ab81d24547eb81ead65aa1961c9aaeddba7869a78b281d57ac4,312510*****,D.N.N.,Nữ,Kế toán công,ke toan cong,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_0ee124865609bac3,7be3c4df8eba413a85223027c11726768e75f73eaec6a080bc1f03cd1c0cb2d4,312310*****,T.P.Y.,Nữ,Công nghệ và đổi mới sáng tạo,cong nghe va doi moi sang tao,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_4d327d1a18d72ad2,fd2d04ebf86ab3128c4bb02e3782df9fd0621e9526c85438fd4842c942211c20,312410*****,Đ.A.C.,Nam,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_d21801ce7cb245fb,ce4ca90da0debd7d66ce6efda37c977aba7f6183722abb626e00f294bb3e71e0,312310*****,N.G.C.,Nam,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_1544cc717c52abcd,132da081b6ea7b1c6f3b880dd89cd18830cbf34061746c702ddaf8b82e68c503,312410*****,Đ.K.V.,Nữ,Kinh tế đầu tư,kinh te dau tu,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_ae2aa6a0ca0eaff2,814acf355697e4d3da21747d5e2b382a345c024487fcf86c34f9e8c37a07919b,312510*****,L.T.Q.,Nam,An toàn thông tin,an toan thong tin,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_40e56c6bfa80ce91,48f95814b0369dbeb230c678dd8d7a8647ebcda6a2792fbdd2c197c5e2363b25,312410*****,D.V.N.,Nam,Công nghệ thông tin,cong nghe thong tin,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_d5ba479c05a98973,b64b84ccbe54eb50f8fa01d4e1c0709735067891f9a9d5a2e06322b825fba830,312310*****,Đ.H.T.,Nam,Tài chính,tai chinh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_abdbc3f355f511db,819633673ae9450a25c015d7025b0c607d00242710e93da45d3320fbd2cd4102,312310*****,L.H.A.,Nam,Hệ thống thông tin quản lý,he thong thong tin quan ly,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_14a2214b5f29e2cb,bd40cc123cc6ee51283b112574b0f86d56c6401d3aafc8b7ee4b373c51a71656,312410*****,Đ.T.M.,Nam,Kinh doanh quốc tế,kinh doanh quoc te,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_c0fc956c756ffa5a,c7be0379a8a782fde326d022d15da36578f39458e7a9e8e413374dece2d1b9a4,312310*****,L.A.C.,Nam,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_0d9b771e82d698b9,53833d267ece3eee7ab149cdb99e317d1fc027a1f9bf7ec4aa786f7ba5995e60,312310*****,L.N.N.,Nữ,Toán tài chính,toan tai chinh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_3a0a2a342c042246,36f1a9a0b8957e8e3167f36af83877e92ad43a29da6ac18d5d72165f52477b3a,312510*****,L.Q.P.,Nam,Thị trường chứng khoán,thi truong chung khoan,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_89ddf60bec0a5c4c,955071997fdd70ce0532a9e2611ee2e8900d068182d0aa68c65eb975760ffac2,312510*****,D.H.T.,Nữ,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_67629aaf94f94480,65812d68bb498039b1f94895792868be675c9510b63a16c7ca17e1820b9f99ea,312310*****,B.V.N.,Nam,Công nghệ thông tin,cong nghe thong tin,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_0f87b5a46095ca9f,6ba84be91e949b19fc44b6de913c067dec4aec39f61d39bda5bcd611c90378ae,312310*****,N.H.B.,Nam,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_41d42081a789c438,84f60032636ff291047ddeee5f37bfb90afd33bf2de5358e1e943b187538b0b4,312310*****,L.H.M.,Nữ,Kế toán doanh nghiệp,ke toan doanh nghiep,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_48a6cab7b08790cf,d47143c963bb201364ac46cade32b80e19e927c9af340e1bee31f851ac64246c,312510*****,L.M.N.,Nam,Kiểm toán,kiem toan,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_c462dea10b96752a,8dda13e9b1c805b3a8db95704bef79fc726f73cb1cb3f24c6042d06e1d708e8c,312310*****,P.T.H.,Nữ,Quản trị kinh doanh,quan tri kinh doanh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_fc15cd156440be1d,8d1dd7f047c74f3bcf18619c446ea5f71dc373353f70418394f19d846bc84610,312410*****,D.T.H.,Nữ,Marketing,marketing,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_eb65a7f6dd885ba7,39e7addc89a04dadabfcc2636707e329706fddf70777b7a79f44f8c221a49ad0,312410*****,P.B.L.,Nữ,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_70af06fe596d9956,f0b4726731ca9b91ce6861ab4531132d8ffd1714b1d501f5d2b96577cf66b1d7,312510*****,N.M.N.,Nam,Hệ thống thông tin quản lý,he thong thong tin quan ly,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_68b38709381cba76,35e6ff60b23a6e1d4a4d272b93eb21172e662a9804db0de948cebbe30065a204,312310*****,L.T.C.,Nữ,Quản lý công,quan ly cong,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_73b521b41050c893,80f6cc13d652c8d1dd9e8c4032104b48ba6b682254f0d96ace0ec149cc4ae081,312310*****,H.Đ.Đ.,Nam,Toán tài chính,toan tai chinh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_d644bb6c0ddc2c5a,1406e22e475bc36dcd4e0f6936beb4f1e6c3a0634889d37dc3af38a8d7ea6720,312310*****,H.Đ.A.,Nam,Quản trị kinh doanh,quan tri kinh doanh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_71ec0237158d65ef,87423003e46461e0284dd2ca4977dab17c033e173a4283e1a489c1c6587b81c9,312410*****,N.H.T.,Nữ,Kinh tế đầu tư,kinh te dau tu,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_a7fd41c423c6593e,9a900a31c38103918bab2c8da4db49513f41a279027b56639bff84131a111bd8,312310*****,T.G.K.,Nam,Đầu tư tài chính,dau tu tai chinh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_c73dbbfa154440cc,c272d5e917c0bfebdc45f3864e57218e8ee80c714abbe82aa2fc8f6b1955d2de,312510*****,T.G.Đ.,Nam,Công nghệ logistics tích hợp chứng chỉ FIATA,cong nghe logistics tich hop chung chi fiata,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_47ad33a13976e96f,2f9ca77013458039c69aa8be15d29762cd76674611211e7e2f043634b5ba714b,312510*****,Đ.H.K.,Nam,Tài chính,tai chinh,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_7955531364faf834,9768850661655ce52aa7fa3bbb1a674864fd46d5bd98c36a8a09243100485649,312510*****,H.H.N.,Nam,Công nghệ Marketing,cong nghe marketing,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_da3d330c4b2179b3,467b20840c70173dd06a11524a5943af5e15c1d752c25c2ab4682e4304d0adbe,312510*****,M.H.T.,Nam,Khoa học dữ liệu,khoa hoc du lieu,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_f624443562757701,85a0372a08198adc6a73a0059a1e7c6e8d90116c5386bac0b283e3082cb34a9d,312410*****,B.Q.N.,Nam,Thị trường chứng khoán,thi truong chung khoan,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_dca5f52571f57745,4e51573515c53bfcd97a2f5cc323775d941c45f0828430f512b9b7846a419a42,312310*****,D.T.D.,Nữ,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_b57aeaa978c6f849,5a112153058863d4a2fa74b575381bc641dcceb528f0af4e5a85514eab8dd9a5,312410*****,L.H.L.,Nam,An toàn thông tin,an toan thong tin,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_c0f66cfd0c7df69a,57f5f45e978c2cf1065f1f4715d1f90943128e32ee7fb93a813fb005eaa63f77,312410*****,L.B.Q.,Nữ,Tài chính,tai chinh,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_6de98d9bcddd06dd,c5de05a89616d1eff9ecc2d458ada32ba76a312a2073de8ccf991c6922ddad99,312310*****,M.H.A.,Nữ,Kiến trúc và thiết kế đô thị thông minh,kien truc va thiet ke do thi thong minh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_a6eeaa75e01af5fe,e89bd62a70b0cc814f3429ef9e964f24f2545f666d61eb0df2f3aa1ca7b5a0a5,312410*****,H.T.D.,Nam,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_fadb504f23c5008a,9c6c1295672013681693a470ccac33c68bdad1468375e66ccc4cf0e9c70ce9d4,312510*****,V.T.T.,Nam,Công nghệ Tài chính,cong nghe tai chinh,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_93cbda17b248ec9f,741a2e1c64dbb2a5bf02c6f14254d4a8bbfa89edefe35c43267b67d6775293a3,312510*****,V.H.Đ.,Nam,Kế toán công,ke toan cong,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_87b56f0ed100fd98,0d5b9ac1244274f852759b525c7085745796251305da44bd522d2d7cb8875d9b,312310*****,V.T.A.,Nữ,Khoa học máy tính,khoa hoc may tinh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_4cceb31835dd2db1,37481d53afede03e8143fb7569c536d4db8289f7bd4a4d2ca026da270b5bd31c,312310*****,H.Á.V.,Nữ,Kinh doanh số,kinh doanh so,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_16485a0c04d6c325,55f2e923a7a0adf1cd9e68bc511f3da4e3eb9290a9d0b9e4b2c7f64b445a9205,312510*****,L.M.K.,Nam,Marketing,marketing,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_e774f206902bb21b,c65b9c879026adf05722cb471a78e15985a8441fc8625958968db5b7f728f31e,312410*****,N.M.B.,Nam,Bất động sản,bat dong san,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_5887f48a213e4cef,fcb7ecf6b14e9ecb9832582fb7a36aee8397c5794d99230088ab34c34c3b916c,312410*****,P.B.H.,Nữ,Kinh doanh nông nghiệp,kinh doanh nong nghiep,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_539c9ead59666c8b,197279339053cbb48d5a757cd16fcd4260f1bf57b53d533f5620651f0febdf0b,312510*****,V.M.K.,Nam,Kinh doanh thương mại,kinh doanh thuong mai,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_dee177f8b3103963,4f641b3256d0802fff5dbc67fa74c31081fa361d2cb618dcb610e58d2ec3af7b,312310*****,N.B.N.,Nữ,Luật kinh doanh quốc tế,luat kinh doanh quoc te,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_b252e6eda740f4d6,4f66fab0794eb90c631705499fce6ed4fea103aae5f98c1a23d61514b00e5709,312510*****,T.Á.M.,Nữ,Hệ thống hoạch định nguồn lực doanh nghiệp,he thong hoach dinh nguon luc doanh nghiep,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_18a257a0d4f303e2,7bc2f303cc06e3f74eb813706664483ee19518b9821562d8fa103966b92e2e21,312410*****,V.B.A.,Nữ,Hệ thống thông tin quản lý,he thong thong tin quan ly,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_4b50c06cd7668c0a,377eecd293b30a36364c4ecdcde93ef04008ea53962eebfb3c354f56be4266e6,312410*****,L.K.Q.,Nữ,Hệ thống thông tin quản lý,he thong thong tin quan ly,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_919cbef6cdbec713,8a50354390ffe46b9ce77fe682d1ba52bf349cb649e02f061c3bb956c393c35b,312410*****,N.T.N.,Nữ,Tài chính,tai chinh,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_bdd50244ec3f81af,4c1b49a2a7a94626b0301f37e438f8b32215e7b398e97ae92966dd0f0fb1d252,312510*****,P.G.T.,Nam,Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_898f21493bad2a29,f2a82ec1f45dadaba9bd37f72a526e98975670907c2dfdf6fbab4b2a0b2d198e,312510*****,M.H.H.,Nữ,Kinh doanh thương mại,kinh doanh thuong mai,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_3ca51dc178923e3f,f046c31719c908d6b907b9d799933d45d1e29f95ae035bb6a7cd704a4f00a03b,312510*****,T.P.A.,Nữ,Kinh tế đầu tư,kinh te dau tu,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_78a9213310e28b33,55f1889cd73073e6d3aef82ac82570079ba5cd21f5653c0247eed42cd570467e,312510*****,Đ.Đ.C.,Nam,Thị trường chứng khoán,thi truong chung khoan,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_44566c5a371efb7f,3d6a96713a2e10e0f411cd647e17138544edb4be3abecd338c0381b74bb485ef,312510*****,Đ.H.P.,Nam,Kinh doanh số,kinh doanh so,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_aed6ff16e34f032a,a178bf807c7c56abd5422c2c6b80719761799c35554e5641a8d522b35748aaa1,312410*****,L.N.L.,Nữ,Luật kinh doanh quốc tế,luat kinh doanh quoc te,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_8b16fa1a6a991ef3,804003623d8d6c0ad539af3b2503f3d3f241340a8c91ce982b387e2ae3192ca6,312510*****,M.G.P.,Nam,Luật kinh doanh quốc tế,luat kinh doanh quoc te,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_ec4ff1443cbb698e,53057b31b29ca465c1d010f123a245119bdbfd0cb644d8c969b4e94ae6df9f4d,312510*****,Đ.B.T.,Nữ,Logistics và Quản lý chuỗi cung ứng,logistics va quan ly chuoi cung ung,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_d901f32db22afdb3,af074d71b21869dd7b80d22ae55985b3c86bc762dc0d49aa895f2ab1372839f0,312410*****,P.H.T.,Nữ,Kinh doanh quốc tế,kinh doanh quoc te,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_5d98bc9300d96405,797db738cab4fb5e47b699b1cacaaa79da7d184305bfed588e9b3a47c1fcd99f,312510*****,Đ.L.P.,Nữ,Hệ thống hoạch định nguồn lực doanh nghiệp,he thong hoach dinh nguon luc doanh nghiep,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_8ec7011c54371f04,cf49809206f59d828cd536dae5caa4a6cf7ca5d79af85b32c1bf9a771966df43,312310*****,V.B.H.,Nữ,Công nghệ nghệ thuật - ArtTech,cong nghe nghe thuat arttech,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_3e8f6495d070a90d,08536a6ce711a241077ff74fe25ca135039511a81a2f3796f1411555cac3b9f4,312310*****,M.T.T.,Nữ,Bảo hiểm,bao hiem,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_d502f1f67298edff,2bde836ea3d8592e7af7018469b06ebc9eff6f1d09eb50f9eb4f23fd6b5eacb3,312510*****,H.A.T.,Nam,Luật kinh doanh quốc tế,luat kinh doanh quoc te,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_b569e8107fa2e36b,c6fb55c578739bbb3b5b297caf948bf788a26c1d6b06f216b70b98ebb59e1007,312310*****,P.Đ.M.,Nam,Khoa học dữ liệu,khoa hoc du lieu,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_f13f07879a3f2d27,de27d5a0c64d1d172c79bdfae458a266e65bcd2f848eda56623ac20fedb36205,312510*****,T.H.M.,Nữ,Hệ thống thông tin kinh doanh,he thong thong tin kinh doanh,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_f4d70133fa21fc23,e742bb65e4f1f20294edc2099f37692bc97bac1623922f59f88ef67d97942b13,312410*****,Đ.H.Ý.,Nữ,Công nghệ thông tin,cong nghe thong tin,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_714af2f2cd6470ba,b35c93e2bacd8ed47bf8a8517440ec16d9e34d9caf7ce190d8c1d78e3e5565a8,312410*****,L.Á.L.,Nữ,Kinh doanh quốc tế,kinh doanh quoc te,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_85c455a589d71e0b,de840176c4685cb4fd3fe18b1a71090496a8859500af1028c47476334be90085,312410*****,V.H.Đ.,Nam,Quản trị kinh doanh,quan tri kinh doanh,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_3e8f8ec2dc1d80e5,ea043ad35ba31280fc02c1be9f49b8f0d389ad0da306bcb848e652c75220a072,312410*****,Đ.Q.N.,Nam,Khoa học dữ liệu,khoa hoc du lieu,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_1429b0960f8cd975,c9e554a57185362788fca530dd707b44d03bbf178830457e4bebfb6ce5b9f453,312410*****,H.M.M.,Nam,Kinh doanh số,kinh doanh so,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_05da437cf43c2858,f7d641a2cb1b08382f08bfa064f04b0045ae84b07c2567a3e9b1e01242968166,312510*****,L.Đ.T.,Nam,Kinh tế đầu tư,kinh te dau tu,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_647a18f6c01fd9d2,e656af120c97fd746d8a20ee20cae4bad6f4b03335188cf2ccc047105ff6e7ad,312510*****,T.B.T.,Nữ,Kinh doanh số,kinh doanh so,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_a76e2e6dc9fdaeb9,7141dc3bef6dcb289463c077aaca41759a5399676fbe9c0231dd00a4f1e62a4f,312510*****,T.Đ.Đ.,Nam,Kinh tế đầu tư,kinh te dau tu,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_74a8bc4ca2015a0a,4982280ce9a6945ce80cf8308a051c4dec8d18c6ad1902d9847c5ae282984620,312410*****,N.H.V.,Nữ,An toàn thông tin,an toan thong tin,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_41c7c29563e4378d,bd4a4ef04f802d41a6c25bf947324c0e97417b44c4de5f69c9b947f12f8e5280,312410*****,N.Á.A.,Nữ,Kế toán doanh nghiệp,ke toan doanh nghiep,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_8bb5e27d07db492c,f431a1938e8df52da8ee8774dca3de41d707ec4caa31bd76b5d2fa04a13a3bed,312410*****,H.Á.H.,Nữ,Kinh tế đầu tư,kinh te dau tu,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_ba7714cf47cb4d4a,eb1580a66b5842c0e4ce685d35a742836cca088038600787056a37d4f9601f22,312310*****,L.Đ.H.,Nam,Toán tài chính,toan tai chinh,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_69fef6cdcb0042e9,8f4b16ff0f731ea3430f39614475487e36f431d782551757dc1e096779b21460,312310*****,H.T.L.,Nữ,Quản lý công,quan ly cong,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_985f0eb5ea04df19,2f08f525061b0c2824bca67d58b6b0484fe047ba39f8a6ef8cd0d28b1619f963,312410*****,V.P.N.,Nữ,Quản lý công,quan ly cong,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_74c59540811a0f08,4a1d990ab68336a13308d650c9b12e91e00bffa1439fc0550ca246493b7bc30f,312410*****,Đ.Q.C.,Nam,Công nghệ nghệ thuật - ArtTech,cong nghe nghe thuat arttech,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_de0fd61722a8566d,0260a563d74f9e9a6e557b8b46bb81c8fb1c71cb8ceae137a795eff666a62c4d,312310*****,N.G.H.,Nam,Bất động sản,bat dong san,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_63ccb41d7fe6f101,1ea87401cd3fd728d40af1ccb7024f38cdcf0f40eb5eff6cf95e88b29a15e8f5,312310*****,T.Q.V.,Nam,Khoa học dữ liệu,khoa hoc du lieu,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_a73be1f345f848bf,89ab542e32bd40d99c8f74e4bedef81080c5ae070b00beb1cfd0b188542dd8f4,312410*****,H.T.D.,Nam,Khoa học máy tính,khoa hoc may tinh,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_8982601284a118e4,72e3cc4727a9f0d800ee46ba7fa9a4313d42f638c73d90dcba662b2a4d0b589f,312410*****,H.B.D.,Nữ,Bảo hiểm,bao hiem,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_c54382bd7fd058c6,7d19a7842b7c49e310b7caffa00e9e5c3cc42fb8deaab93a5d669d6c9b7ef1a2,312310*****,M.T.Y.,Nữ,Khoa học dữ liệu,khoa hoc du lieu,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_97169004b2c7d045,b2f37729c8a13e77df3b07b6055dd2de620a60add3ca032cb69a8f2f44ff9931,312410*****,Đ.T.U.,Nữ,Bất động sản,bat dong san,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_9b0f0d502c09bf82,5cd72410a3262b8fd8a7ad6b4b0e08ededa74525fa3f68f5fed99615634f0e44,312310*****,P.P.Q.,Nữ,Kinh doanh số,kinh doanh so,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_3f668a0ef4a6a5a6,adf06e26939b1535d3fa6cf2f3353299c0c83fbf022976199118354ab2d840a6,312510*****,H.H.N.,Nữ,Quản lý công,quan ly cong,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_83331326e0553917,3c1f9a711336e00f92f957ab95f8dbbd858879d833d41f978973ee2abf91a4ef,312410*****,T.K.P.,Nữ,Toán tài chính,toan tai chinh,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_adfe58f0589eef17,2f502c66170560c0f6770068ef94956b936230122d0489d698167cf5f356daf1,312310*****,V.Á.Y.,Nữ,Khoa học dữ liệu,khoa hoc du lieu,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_c312e3fd4d3e00fe,4098d28bce376603fc827d68db9f885524ebdf7ed848b05d62f2a93a36c3beca,312410*****,B.N.T.,Nữ,Kinh tế đầu tư,kinh te dau tu,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_c9f3f909caf2f0f9,cd82ff8f2ef7da75bd2c20c0cc21746dc8fefb8bd7bb8e91b881321d3922bfb1,312410*****,V.L.N.,Nữ,Kế toán công,ke toan cong,24,restricted,False,True,student_identity,token_v1,privacy_v1
stu_d13ef315ee118878,2134dd166b80014feb07919da25ba3752b11f4245fbb7e754c40159cd95a1076,312310*****,L.Q.T.,Nam,Kỹ sư Robot và Trí tuệ nhân tạo,ky su robot va tri tue nhan tao,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_4b48c226e5699d97,4d2b367856516b02f5401be65ec5f6f3730c886b8c6de7ebcf556fc77fa94a88,312510*****,L.A.V.,Nam,Quản trị Hải quan - Ngoại thương,quan tri hai quan ngoai thuong,25,restricted,False,True,student_identity,token_v1,privacy_v1
stu_825e6dcafb3113cf,06be77b1012ce33491eb42a40761651e7191b52caeeeed5ff43107a920577752,312310*****,H.Q.P.,Nam,Bảo hiểm,bao hiem,23,restricted,False,True,student_identity,token_v1,privacy_v1
stu_dc5079031f5fe63b,076e2449d4b99cf9a053d831d1bfc813094465580ff577566b5883e34405b2c0,312410*****,N.H.P.,Nữ,Kinh tế,kinh te,24,restricted,False,True,student_identity,token_v1,privacy_v1
